id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
863669,"2 BR - Near BTS, Wifi",4474838,Sue,,Khlong San,13.72184,100.50888,Entire home/apt,2119,7,109,2024-08-04,0.79,4,322,11,
866152,Unit in relaxing garden setting near new skytrain,822284,Rae And Charlie,,Bang Sue,13.82955,100.52119,Entire home/apt,1050,3,0,,,7,122,0,
866329,Entire Studio center of Bangkok,4549405,Carlos,,Bang Rak,13.72479,100.53039,Private room,728,27,19,2024-08-20,0.14,2,253,5,
869715,Stylish 1 bed 3 min walk from BTS,4583001,Suchela,,Khlong Toei,13.7142,100.59233,Entire home/apt,,120,0,,,2,0,0,
873841,Suite,4115838,Primrose,,Thawi Watthana,13.79109,100.33362,Private room,3500,2,0,,,6,362,0,
881208,1 Bedroom in trendy Sathorn area near Skytrain!,4549405,Carlos,,Bang Rak,13.72386,100.52563,Private room,800,89,0,,,2,365,0,
884503,"Luxury, resort-like downtown pad",1425515,Peter,,Khlong Toei,13.73093,100.5644,Private room,2200,29,3,2017-03-05,0.02,2,270,0,
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,,Chatu Chak,13.83028,100.57065,Entire home/apt,,30,9,2021-12-14,0.06,2,0,0,
889909,Spare room in a gated compound,4721867,Annie,,Bang Na,13.65979,100.60643,Private room,,1,4,2016-09-06,0.03,1,0,0,
906203,1 BR on Srinakrin Rd. Parkland,4850305,Dujdao,,Bang Na,13.65441,100.64548,Private room,750,1,0,,,1,365,0,
923795,3BR 300 SqM Apt near BTS PhromPhong,4968824,Sanjay,,Khlong Toei,13.72468,100.56838,Private room,,1,0,,,1,0,0,
931149,1 BR by the river-pool/wifi/fitness,1780407,Feb,,Bang Kho laen,13.68909,100.51225,Entire home/apt,3158,28,12,2024-04-21,0.09,6,365,1,
933070,Yoong Thong Double Standard Room,1203066,Tienchai,,Min Buri,13.78238,100.74811,Private room,,30,0,,,2,0,0,
933092,Rachapruk Twin Standard Room,1203066,Tienchai,,Min Buri,13.78235,100.7482,Private room,,1,0,,,2,0,0,
941803,Suite Room 1 at MetroPoint,610315,Kasem,,Bang Kapi,13.7703,100.63148,Private room,1793,1,0,,,3,365,0,
941865,Suite Room 3 at MetroPoint,610315,Kasem,,Bang Kapi,13.76841,100.6319,Private room,1826,1,1,2024-01-01,0.11,3,365,1,
952677,Standard Room Decor do Hostel,5171292,Somsak,,Khlong San,13.72132,100.50865,Private room,,1,3,2015-02-07,0.02,6,365,0,
959254,"Deluxe Condo, Nana, Pool/GYM/Sauna",5153476,Natcha,,Khlong Toei,13.71612,100.56922,Entire home/apt,,30,0,,,1,0,0,
1791481,Nice and Quiet condo near BTS Onnut,9399478,Piyakorn,,Khlong Toei,13.70719,100.59936,Entire home/apt,,30,76,2019-05-31,0.63,1,0,0,
1793000,The Duplex - Asoke- Luxury 92sqm,9407280,Timo,,Vadhana,13.74668,100.56137,Entire home/apt,4455,25,292,2024-02-22,2.21,1,335,3,
1808600,Contemporary Modern Duplex-Thong Lo,9478184,Shine,,Khlong Toei,13.72097,100.57823,Entire home/apt,1956,60,83,2018-09-12,0.63,1,90,0,
2526869,iSanook Student Studio Sublevel (4),8663142,ISanook,,Bang Rak,13.73391,100.52297,Private room,1570,30,8,2023-06-24,0.07,56,236,0,
2526921,iSanook Student Studio Sublevel (1),8663142,ISanook,,Bang Rak,13.73205,100.5234,Private room,,30,6,2023-09-29,0.06,56,236,1,
2533574,Artsy 1Bedroom On The Top Floor BKK,12628994,Sornkrit,,Phaya Thai,13.78756,100.55304,Entire home/apt,,1,0,,,1,365,0,
2541148,"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",13012967,Bee,,Phra Khanong,13.70488,100.60475,Entire home/apt,,7,10,2019-01-24,0.09,1,362,0,
2542746,Spacious 1BR with Spectacular View,13020066,Ome,,Khlong Toei,13.72636,100.57376,Entire home/apt,1956,3,258,2024-08-25,2.03,3,257,25,
2547082,iSanook Studio 32 sqm 4,8663142,ISanook,,Bang Rak,13.73386,100.52322,Private room,2100,30,0,,,56,323,0,
2548283,iSanook Suite Deluxe 45 sqm 4,8663142,ISanook,,Bang Rak,13.73227,100.52112,Private room,2900,30,4,2024-08-21,0.03,56,237,1,
2548310,iSanook Suite 34 sqm 5,8663142,ISanook,,Bang Rak,13.7319,100.52202,Private room,1950,30,11,2022-12-21,0.09,56,249,0,
2561402,Nantiruj - 54 sqm Studio One-bedroom (S6) @Nana,11772331,Nantiruj,,Khlong Toei,13.73833,100.55635,Private room,1300,2,41,2024-02-11,0.33,13,294,2,
2578949,"Bangkok,Room  near JJ market/BTS",12886109,Darawan,,Chatu Chak,13.81674,100.56603,Private room,,30,0,,,1,0,0,
2579342,iSanook Suite Deluxe 45 sqm 5,8663142,ISanook,,Bang Rak,13.73217,100.52297,Private room,2900,30,1,2014-03-24,0.01,56,354,0,
2586938,iSanook Suite Deluxe 45 sqm 3,8663142,ISanook,,Bang Rak,13.73352,100.52143,Private room,2900,30,2,2017-03-06,0.02,56,354,0,
2587195,iSanook Studio 32 sqm 1,8663142,ISanook,,Bang Rak,13.73286,100.52313,Private room,,30,5,2023-10-17,0.04,56,328,1,
2590896,Bangkok Homestay near Metro & BTS,13263993,Natty,,Bang Sue,13.83165,100.52765,Private room,,2,0,,,1,0,0,
2604242,Modern apt near airport w/ great night city view,9550104,Krittiya,,Bang Na,13.66352,100.64885,Entire home/apt,950,7,35,2024-08-14,0.30,22,206,7,
2604483,Newly renovated  apartment near the airport,9550104,Krittiya,,Bang Na,13.66375,100.64965,Entire home/apt,950,3,44,2024-07-18,0.35,22,194,2,
2637770,Cozy city room by the river,10376122,Thanijchayapha,,Yan na wa,13.67916,100.52696,Entire home/apt,1800,3,0,,,1,90,0,
2656886,The Nest - Cozy Studio top floor,13598910,David,,Phra Khanong,13.70309,100.60269,Entire home/apt,2500,30,21,2023-06-03,0.20,7,365,0,
2657480,The SkyHouse Duplex - Luxury Home,13598910,David,,Phra Khanong,13.70482,100.60336,Entire home/apt,3300,28,17,2023-09-07,0.19,7,168,0,
2682899,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,,Vadhana,13.7361,100.5704,Entire home/apt,6500,100,25,2022-12-07,0.20,59,365,0,
2708302,Bohemian Apartment (Pradipat-Ari),13859456,Bert,,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,2018-07-02,1.24,1,83,0,
2712577,Adagio Bangkok Hotel,13882126,Adagio Bangkok,,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,2018-08-20,0.01,5,365,0,
2716261,"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",13899655,Sujira,,Sathon,13.712705347386134,100.5135496966435,Entire home/apt,757,1,324,2024-09-08,2.56,27,302,43,
2720747,Authentic Family House,13922814,Phakarat,,Bang Sue,13.80733,100.53038,Entire home/apt,1824,2,6,2023-08-30,0.05,1,180,0,
2723621,Fab Micro Studio wifi- 5 min BTS,2129668,Wimonpak,,Sathon,13.71072,100.51206,Entire home/apt,750,100,115,2020-01-17,0.91,45,365,0,
2726713,Cozy 1 BD apt in Sukhumvit Soi 11,8688342,Andrea,,Vadhana,13.74322,100.5564,Entire home/apt,1369,23,68,2024-08-11,0.57,1,108,4,
2740249,AMAZING APARTMENT127Y IN BKK CITY,13944803,Rattana,,Phaya Thai,13.78647,100.54773,Private room,,365,17,2018-08-06,0.14,2,0,0,
2753594,"Serenity nr JJmarket,malls,MRT+BTS",2530240,Pat,,Chatu Chak,13.81892,100.56602,Entire home/apt,978,7,85,2024-09-21,0.68,1,352,4,
2778874,City Pano Loft only 5 min BTS S Taksin,2129668,Wimonpak,,Sathon,13.71304,100.51213,Entire home/apt,1000,2,11,2017-04-21,0.09,45,82,0,
2778907,LOFT 2 BR opposite Capella/Fourseason hotel BKk,2129668,Wimonpak,,Sathon,13.71759,100.51373,Entire home/apt,1700,1,247,2024-08-07,1.95,45,362,12,
2819341,iSanook Eco Studio 5,8663142,ISanook,,Bang Rak,13.73337,100.5218,Private room,,30,7,2024-05-27,0.06,56,278,3,
2827032,Private APT,8191888,Nan,,Vadhana,13.74106,100.55766,Private room,1325,30,77,2018-04-22,0.61,6,365,0,
2842313,Riverside city5mins BTS can sleep 3,7647775,Hataipat,,Khlong San,13.71303,100.50001,Entire home/apt,1500,2,3,2020-01-07,0.02,5,116,0,
2870408,"1BR, 2F, Sukhumvit soi31",14672170,Hattori,,Vadhana,13.74353,100.57052,Entire home/apt,1244,14,54,2024-08-03,0.47,1,243,6,
2945910,Room Bali Hut..Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,,Suanluang,13.73754,100.63129,Private room,750,1,40,2024-04-16,0.34,9,364,2,
2960283,"Triple room,Near Grand Palace",14391623,Sasi,,Phra Nakhon,13.74893,100.49739,Hotel room,2455,1,15,2024-09-18,0.13,16,317,5,
2972032,"Natural light, Entire room near MRT Ladprao 500m",1766624,Chutiwan,,Chatu Chak,13.80406,100.57064,Entire home/apt,550,29,8,2024-08-18,0.42,1,306,5,
2983202,Modern 65 sqm BR APT + tub Silom-Lumphini MRT-Park,15214203,Bee,,Sathon,13.71882,100.54796,Entire home/apt,2864,1,16,2019-11-24,0.14,34,207,0,
2983684,"70 sqm FOREST 2 BR/2Baths,MRT Lumpini/Sathon/Silom",15214203,Bee,,Sathon,13.71959,100.5486,Entire home/apt,2864,1,183,2023-12-15,1.56,34,286,1,
2988144,Convenience Condo in Bangkok (MRT),7955610,Coco,,Din Daeng,13.79827,100.57379,Private room,2200,3,0,,,2,364,0,
2996027,Clean Comfy at Chidlom 2 mins toBTS,21493585,Gee,,Parthum Wan,13.74468,100.543,Private room,1543,1,23,2024-06-04,0.19,9,365,7,
2999242,RamIntra 1BR-Near TH Boxing Stadium BTS Pink Line,9525808,Piyanut,,Bang Khen,13.8701,100.60235,Entire home/apt,1244,5,41,2024-02-10,0.33,1,364,2,
3006637,5mins walk ratchathewi BTS 4th fl.,11495081,Pemigar,,Ratchathewi,13.75018,100.53277,Entire home/apt,1150,7,75,2024-02-01,0.64,10,95,1,
3053245,Lovely apartment in Trendy Ari area,120437,Nuttee,,Phaya Thai,13.78898,100.54582,Entire home/apt,1793,3,39,2024-03-03,0.32,2,323,5,
3085172,1 Bedroom near MRT & BTS station.,15699117,Pk,,Chatu Chak,13.811353095914045,100.56264700213482,Entire home/apt,2183,1,39,2024-09-03,0.32,13,136,21,
3116621,Luxury Apartment in Bangkok Center,15837125,Andreas,,Bang Rak,13.7293,100.52908,Entire home/apt,1500,180,14,2015-07-31,0.11,1,358,0,
3147846,iSanook Eco Studio 3,8663142,ISanook,,Bang Rak,13.73338,100.52264,Private room,1853,30,4,2024-06-18,0.03,56,278,1,
3148114,Suneta Hostel Khaosan - 1 bed in Cabin Dormitory,15982847,Suneta Hostel Khaosan,,Phra Nakhon,13.75989,100.4999,Shared room,520,1,32,2023-02-15,0.26,6,364,0,
3168529,Modern 2BR - 5 mins walk to Skytrain,6440726,Vina,,Vadhana,13.71394,100.59463,Entire home/apt,2500,14,220,2024-06-27,1.75,1,88,1,
3187701,The Lighthouse,16161552,Arisa,,Khlong San,13.72238,100.50895,Entire home/apt,500,360,9,2020-03-07,0.10,3,365,0,
3209677,Crystal View Apartment,16262162,สมพจน์,,Pra Wet,13.70489,100.66969,Private room,,2,0,,,3,0,0,
3209940,คริสตัลวิว อพาร์ทเมนท์,16262162,สมพจน์,,Pra Wet,13.70675,100.67085,Private room,,1,0,,,3,0,0,
3211998,"Cozy 1BR, Near BRT & Nice view",11986566,Poomiko,,Yan na wa,13.694,100.53591,Entire home/apt,,1,0,,,1,0,0,
3255600,"65-Sqm, 1-bed & 1-Living& Kitchen",8191888,Nan,,Vadhana,13.74005,100.55705,Private room,2500,1,1,2015-06-29,0.01,6,365,0,
3265276,Warmly Elegant place by the river,14486054,Gracie,,Khlong San,13.72363,100.51109,Entire home/apt,,3,1,2014-06-30,0.01,1,0,0,
3270988,Nice 3 room/flat in central Bangkok,619824,Thierry Et Natasha,,Phaya Thai,13.77481,100.54546,Entire home/apt,,30,58,2020-01-08,0.47,1,364,0,
3278592,"0812546197, Nice Studio APT &Wi-fi",8191888,Nan,,Khlong Toei,13.73923,100.55706,Private room,1325,7,106,2019-11-19,0.85,6,364,0,
3304263,#Super Deal Chic Studio - 7 min BTS saphan taksin,2129668,Wimonpak,,Sathon,13.71284,100.51466,Entire home/apt,799,1,61,2024-08-26,0.49,45,158,5,
3312018,Nantiruj - 54 sqm Studio One-bedroom (S2) @Nana,11772331,Nantiruj,,Khlong Toei,13.73748,100.55489,Private room,1300,1,16,2024-07-28,0.13,13,364,3,
3349278,Saladaeng colonade [2-4 person],16901631,Punyot,,Bang Rak,13.72839,100.53675,Entire home/apt,,1,17,2020-01-23,0.18,1,0,0,
3399974,"1Bedroom,1min to BTS Onnut skytrain++late checkout",17149199,Su,,Vadhana,13.70651,100.60163,Entire home/apt,1369,14,61,2024-08-26,0.51,1,297,8,
3406017,"Stay close to BTS Onnut, Sukumvit",12462870,Saisunee,,Khlong Toei,13.70702,100.59778,Entire home/apt,999,28,47,2024-08-18,0.38,1,99,6,
3421487,"Private Room at Ramkhunheang,room#2",5072454,Ko,,Saphan Sung,13.77459,100.67264,Entire home/apt,370,1,52,2024-07-31,0.42,1,364,9,
3428407,Trendy area BKK  private room stay,371834,Taksina,,Vadhana,13.74113,100.58628,Private room,,1,0,,,1,0,0,
3431491,"Large 1bd, BTS, Close to Siam Uni.",1780407,Feb,,Chom Thong,13.71367,100.46775,Entire home/apt,600,45,39,2024-06-07,0.31,6,237,2,
3444406,stunning view over chinatown and the river,1547862,Martin,,Samphanthawong,13.73367845468772,100.51324690438419,Entire home/apt,2606,5,26,2024-08-29,0.24,1,183,7,
1816517,1 BR condominium center BKK +NETFLIX+55SQM,8492603,Sudhichai,,Ratchathewi,13.75421,100.53269,Entire home/apt,1299,22,77,2023-06-17,0.60,1,161,0,
1817644,Baan Nampetch Hostel for 4 guest.,8626494,Paula,,Phra Nakhon,13.76044,100.50095,Private room,,1,24,2024-03-04,0.20,6,364,1,
1821471,Baan Nampetch Hostel (Budget Double bedroom),8626494,Paula,,Phra Nakhon,13.76222,100.50212,Hotel room,850,1,156,2024-04-09,1.18,6,365,5,
1823321,กรองทองแมนชั่น (ลาดพร้าว 81),9545111,Penjit,,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,,,1,365,0,
1836007,Cozy1 BR - 3 min to BTS - (Wifi) #A,5260038,Great,,Bang Na,13.67939,100.61008,Entire home/apt,1000,4,92,2024-09-05,0.70,1,117,7,
1842066,ICONSIAM River view  on 49th floor,9626074,Weera,,Bang Rak,13.72287,100.51678,Private room,,180,15,2015-12-08,0.12,1,0,0,
1849029,Self catering cozy1-bed near BTS,9652914,Jirasak,,Vadhana,13.71246,100.5961,Entire home/apt,,30,6,2017-01-01,0.05,1,0,0,
1862089,Perfect Escape: Sunny Rooftop EnSuite Oasis,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,800,1,450,2024-09-13,3.40,50,358,19,
1862377,Urban Studio Oasis - Central Bangkok & MRT,8214044,Evan From Sanctuary House,,Sathon,13.72063,100.54694,Entire home/apt,886,1,343,2024-09-09,2.75,8,353,16,
1882107,1BR/1 min to BTS Krungthonburi,9797599,Littlehome,,Khlong San,13.72215,100.50504,Entire home/apt,2119,20,34,2018-04-06,0.26,9,365,0,
1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,,Sathon,13.72096,100.52911,Entire home/apt,4050,2,155,2024-08-20,1.18,7,60,22,
1888303,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,9821998,Pichanee,,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,10,2018-07-02,0.11,1,90,0,
1897982,Suvarnabhumi free transfer,8362130,Luckana,,Lat Krabang,13.7196,100.73106,Entire home/apt,1467,1,43,2020-03-03,0.33,2,365,0,
1898332,"Apr. for rent full fur 1 bedroom, monthly",4837310,Veesa,,Bang Na,13.67805,100.62451,Private room,,180,0,,,1,0,0,
1920431,Apartment with cafe food massage,9955279,Panu,,Lat Krabang,13.72021,100.75534,Private room,560,1,1,2023-07-03,0.07,1,359,0,
1926489,Ideo Blucove Sukhumvit Bangkok,9434109,Sander,,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,,,1,365,0,
1933894,"2-Storeied Bighouse,3br3ฺbth,Near Park/BTS/Airport",9509219,Pee,,Pra Wet,13.69953,100.67691,Entire home/apt,,365,4,2023-12-03,0.03,9,179,1,
1936939,Baan Nampetch Hostel(Twinbed W),8626494,Paula,,Phra Nakhon,13.76032,100.50069,Private room,950,1,136,2020-01-19,1.03,6,365,0,
1937830,Private Apartment Studio,8191888,Nan,,Vadhana,13.74741,100.56178,Entire home/apt,1325,1,126,2024-08-17,0.96,6,357,7,
1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,,Chatu Chak,13.81704,100.56461,Entire home/apt,1318,7,344,2024-09-12,2.66,1,122,22,
1953657,2 Bedrooms fit for family/58 sqm./4 mins to BTS,10099278,Karjsanit,,Vadhana,13.7085,100.60039,Entire home/apt,802,28,68,2024-06-29,0.52,1,275,6,
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,,Sathon,13.72077,100.54633,Shared room,380,1,91,2024-02-23,0.76,3,365,4,
1963939,Parkview BKK/ Cozy studio room/ Pratunam market,10146514,Benja,,Ratchathewi,13.756501759651231,100.54166167509091,Private room,999,1,5,2024-02-17,0.29,5,340,2,
1975849,1 Bdrm in Saphan Kwai near BTS/MRT/JJ 30 day min.,8480912,Chris And Lek,,Phaya Thai,13.79128,100.54935,Entire home/apt,1700,7,41,2024-09-18,0.32,1,178,7,
1976962,River Side Luxury View,10204823,Jahidul,,Yan na wa,13.70497,100.55134,Private room,,1,0,,,1,0,0,
1980886,New and Modern Spacious Apartment,10222460,Preeda,,Phra Khanong,13.6937,100.59897,Entire home/apt,,3,0,,,1,0,0,
1982413,Hip Room ♥ Of BKK+River+BTS+WIFI,3346331,Bee,,Sathon,13.71278,100.5156,Entire home/apt,740,2,467,2024-09-08,3.56,7,280,36,
1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,,Vadhana,13.72849,100.58099,Entire home/apt,2199,10,20,2024-04-22,0.15,3,51,2,
2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,,Sathon,13.720317,100.54586,Private room,,2,14,2023-09-27,0.52,16,0,1,
2018784,3 Private Room 3 King 3 Bath Lumphini MRT Sathorn,7454779,Lily Duangdao,,Sathon,13.721336514214462,100.5461244553426,Private room,5400,2,0,,,16,64,0,
2064413,BH : Double Room - Near BTS,8664261,Kriengkrai,,Sathon,13.71659,100.51588,Private room,,1,0,,,6,0,0,
2065536,Room + Shared Shower Room near BTS,8664261,Kriengkrai,,Sathon,13.71496,100.51406,Private room,,1,0,,,6,0,0,
2065699,BANGKOK HUB Studio Room+Shower Room,8664261,Kriengkrai,,Sathon,13.718,100.51573,Private room,,1,0,,,6,0,0,
2067731,BANGKOK HUB : Standard Double Room,8664261,Kriengkrai,,Sathon,13.71662,100.51572,Shared room,,1,2,2019-01-01,0.02,6,0,0,
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,,Dusit,13.77537,100.52383,Entire home/apt,2964,1,350,2024-09-10,3.11,1,327,44,
2068972,State tower riverview 42th freewifi,10581237,Anchana,,Bang Rak,13.72155,100.51672,Private room,2061,30,10,2015-09-02,0.08,4,365,0,
2069445,1Br riverview 42th State tower wifi,10581237,Anchana,,Bang Rak,13.72221,100.51568,Private room,2061,30,2,2015-01-11,0.02,4,365,0,
2070131,"Cozy Studio by BTS: Wifi, Pool #2",1780407,Feb,,Phra Khanong,13.69821,100.60626,Entire home/apt,800,120,82,2024-03-31,0.63,6,177,1,
2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,,Phra Nakhon,13.76473,100.49718,Entire home/apt,880,30,30,2022-06-19,0.23,1,195,0,
2077641,1BR River view 19th State tower,10581237,Anchana,,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01,0.02,4,329,0,
2077825,Le Siam heritage Residence,10581237,Anchana,,Bang Rak,13.72191,100.51749,Private room,1300,30,0,,,4,329,0,
2084034,Unique 2 bd-apt right above pool,10297749,Tash,,Vadhana,13.73332,100.57099,Entire home/apt,2199,3,62,2024-03-07,0.48,2,180,3,
2112940,Great Studio in Great Area 24Sqm.,10772928,Yair,,Suanluang,13.723911310865367,100.61614856946274,Entire home/apt,1306,28,5,2024-01-07,0.04,13,364,1,
2118606,City heart resort style condo.,10802851,Susie,,Phaya Thai,13.78064,100.54393,Entire home/apt,,3,6,2014-12-25,0.05,1,363,0,
2124717,Large cozy Studio in on nut 17,5469970,Yair,,Suanluang,13.723456195973759,100.6183998870675,Entire home/apt,1141,10,10,2017-08-10,0.08,19,365,0,
2133513,B11-Amazing studio in Onnut 26sqm,10772928,Yair,,Suanluang,13.72206,100.61772,Entire home/apt,1099,10,14,2023-09-14,0.12,13,346,0,
2135883,Elegant 2-Brm Condo in Heart of Bangkok,10899693,Gerald,,Bang Rak,13.72543,100.53838,Entire home/apt,4890,5,136,2024-09-04,1.09,1,182,21,
2162578,"3min to BTS, Late Checkout, WiFi, Pool, BNH",1140715,Chonnikan,,Bang Rak,13.72425,100.53087,Entire home/apt,2200,5,134,2024-08-31,1.05,2,168,19,
2166902,Sathorn Apt with urban vibe,11057279,Jay,,Sathon,13.71663,100.52864,Entire home/apt,953,5,116,2024-09-06,0.89,1,295,6,
2175246,Family Apartment for rent.,11095276,Jirajate,,Wang Thong Lang,13.77933,100.61957,Private room,4587,1,0,,,1,365,0,
2178237,"Duplex Riverview, 500 m. from IconSiam",1610754,Sasa,,Khlong San,13.7223,100.50293,Entire home/apt,3679,2,31,2024-08-25,0.24,9,267,28,
2199975,Sarin Place Lodge,11221480,Weerakorn,,Chatu Chak,13.82824,100.56594,Entire home/apt,992,28,20,2020-01-07,0.21,6,177,0,
2206432,"Modern, cosy, great pool/gym",1425515,Peter,,Huai Khwang,13.74742,100.56678,Entire home/apt,1050,29,14,2024-08-08,0.11,2,278,2,
2234748,E04:New Studio 3KM to BTS- Sukhumvit 77,5469970,Yair,,Suanluang,13.723651161115674,100.61827073831921,Entire home/apt,1023,28,10,2024-08-08,0.10,19,338,3,
2262721,"2BR-Airy,Cosy in Thai Neighbourhood",11554321,Artra,,Din Daeng,13.78605,100.56794,Entire home/apt,1481,2,192,2024-08-20,1.48,1,365,11,
2266425,1Br LUXE/BTS Phrakanong/CBD/WiFi,9509219,Pee,,Khlong Toei,13.71166,100.59326,Entire home/apt,,360,31,2018-08-14,0.24,9,89,0,
2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,,Ratchathewi,13.74978,100.53301,Entire home/apt,1150,3,129,2024-03-30,1.12,10,174,6,
2286703,Urban Oasis | Private Bath | AC,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,771,1,233,2024-08-31,1.81,50,327,20,
2294502,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,660,1,186,2024-09-09,1.45,50,329,20,
2297767,Comfortable studio room on Ratchada,10656945,Pantanida,,Huai Khwang,13.79216,100.57502,Entire home/apt,654,28,28,2024-02-11,0.28,1,275,2,
2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,,Phra Khanong,13.69784,100.60635,Entire home/apt,799,30,110,2023-03-23,0.85,59,365,0,
2321290,1BR Cosy & Perfect Location @Asoke BTS/MRT,589801,Jocelyn,,Khlong Toei,13.73606,100.55934,Entire home/apt,1829,3,156,2024-08-27,1.23,1,280,21,
2327076,Nantiruj - 64 sqm Deluxe One-bedroom (D1) @Nana,11772331,Nantiruj,,Khlong Toei,13.73908,100.55487,Entire home/apt,1300,2,24,2024-08-28,0.19,13,364,1,
2332282,"Cozy Studio by BTS: Wifi, Pool #1",1780407,Feb,,Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,2022-07-14,0.21,6,260,0,
2343774,quiet relaxing country life in BKK,11969948,Nitchakun,,Saphan Sung,13.76276,100.69127,Entire home/apt,,1,0,,,1,0,0,
